package_id,tracking_number,event_order,event_type,event_status,event_timestamp,event_location,event_city,event_prefecture,event_latitude,event_longitude,event_temperature,event_temperature_issue,event_rfid_success_percent,event_rfid_failure_percent,event_rfid_verified,origin_location,origin_city,origin_prefecture,origin_latitude,origin_longitude,delivery_location,delivery_city,delivery_prefecture,delivery_latitude,delivery_longitude,final_status,perishable,final_temperature,final_temperature_issue,rfid_number,rfid_verified,rfid_failure_percent,rfid_failure_label,rfid_success_percent,rfid_success_label,delivery_exception_reason,order_date,estimated_delivery_date,latest_scan_timestamp,order_week,route_distance_km,estimated_transit_hours,package_count_flag,final_event_flag,delivered_package_flag,in_transit_package_flag,not_delivered_package_flag,perishable_package_flag,event_count_flag,map_path_id,map_path_order,tooltip_summary
PKG002,KZJP2026000002,5,Out for Delivery,Out for Delivery,2026-05-03 12:38:53,"Destination Area Scan - Akashi, Hyogo",Akashi,Hyogo,34.729506,134.895441,31.72,Danger Zone,96.35,3.65,YES,"Mine, Yamaguchi",Mine,Yamaguchi,34.228,131.3644,"Isehara, Kanagawa",Isehara,Kanagawa,35.4279,139.7608,In Transit,NO,29.00,Danger Zone,RFID-KZ-0002,YES,3.67,Low Risk,96.33,Good,Shipment still within estimated delivery window,2026-05-02 09:01:23,2026-05-05 00:26:23,2026-05-03 20:26:23,Other,777.67,63.42,0,0,0,0,0,0,1,PKG002,5,"PKG002 | Out for Delivery | Destination Area Scan - Akashi, Hyogo | 31.72°C | Out for Delivery"
PKG002,KZJP2026000002,6,In Transit,In Transit,2026-05-03 20:26:23,"Kusatsu Transfer Center, Shiga",Kusatsu,Shiga,34.922,135.7815,29.00,Danger Zone,96.33,3.67,YES,"Mine, Yamaguchi",Mine,Yamaguchi,34.228,131.3644,"Isehara, Kanagawa",Isehara,Kanagawa,35.4279,139.7608,In Transit,NO,29.00,Danger Zone,RFID-KZ-0002,YES,3.67,Low Risk,96.33,Good,Shipment still within estimated delivery window,2026-05-02 09:01:23,2026-05-05 00:26:23,2026-05-03 20:26:23,Other,777.67,63.42,0,1,0,1,0,0,1,PKG002,6,"PKG002 | In Transit | Kusatsu Transfer Center, Shiga | 29.00°C | In Transit"
PKG003,KZJP2026000003,1,Order Placed,Order Placed,2026-05-07 13:00:56,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,5.36,Cool,99.35,0.65,YES,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,Delivered,YES,4.60,Cool,RFID-KZ-0003,YES,0.72,Low Risk,99.28,Excellent,None,2026-05-07 13:00:56,2026-05-08 18:35:56,2026-05-08 18:35:56,"May 3-9, 2026",382.95,29.58,1,0,0,0,0,1,1,PKG003,1,"PKG003 | Order Placed | Takamatsu, Kagawa | 5.36°C | Order Placed"
PKG003,KZJP2026000003,2,Picked Up,Picked Up,2026-05-07 15:22:56,"Origin Pickup Scan - Naruto, Tokushima",Naruto,Tokushima,34.338569,134.536202,2.25,Cool,99.64,0.36,YES,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,Delivered,YES,4.60,Cool,RFID-KZ-0003,YES,0.72,Low Risk,99.28,Excellent,None,2026-05-07 13:00:56,2026-05-08 18:35:56,2026-05-08 18:35:56,"May 3-9, 2026",382.95,29.58,0,0,0,0,0,0,1,PKG003,2,"PKG003 | Picked Up | Origin Pickup Scan - Naruto, Tokushima | 2.25°C | Picked Up"
PKG003,KZJP2026000003,3,Departed Origin Hub,In Transit,2026-05-07 20:24:41,"Regional Sorting Hub - Nishiwaki, Hyogo",Nishiwaki,Hyogo,34.553061,135.155955,1.96,Cool,98.73,1.27,YES,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,Delivered,YES,4.60,Cool,RFID-KZ-0003,YES,0.72,Low Risk,99.28,Excellent,None,2026-05-07 13:00:56,2026-05-08 18:35:56,2026-05-08 18:35:56,"May 3-9, 2026",382.95,29.58,0,0,0,0,0,0,1,PKG003,3,"PKG003 | Departed Origin Hub | Regional Sorting Hub - Nishiwaki, Hyogo | 1.96°C | In Transit"
PKG003,KZJP2026000003,4,In Transit Hub Scan,In Transit,2026-05-08 03:48:26,"Transit Hub Scan - Shima, Mie",Shima,Mie,34.660895,136.302222,5.97,Cool,99.70,0.30,YES,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,Delivered,YES,4.60,Cool,RFID-KZ-0003,YES,0.72,Low Risk,99.28,Excellent,None,2026-05-07 13:00:56,2026-05-08 18:35:56,2026-05-08 18:35:56,"May 3-9, 2026",382.95,29.58,0,0,0,0,0,0,1,PKG003,4,"PKG003 | In Transit Hub Scan | Transit Hub Scan - Shima, Mie | 5.97°C | In Transit"
PKG003,KZJP2026000003,5,Out for Delivery,Out for Delivery,2026-05-08 12:05:26,"Destination Area Scan - Kasugai, Aichi",Kasugai,Aichi,34.859026,137.261676,4.41,Cool,99.41,0.59,YES,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,Delivered,YES,4.60,Cool,RFID-KZ-0003,YES,0.72,Low Risk,99.28,Excellent,None,2026-05-07 13:00:56,2026-05-08 18:35:56,2026-05-08 18:35:56,"May 3-9, 2026",382.95,29.58,0,0,0,0,0,0,1,PKG003,5,"PKG003 | Out for Delivery | Destination Area Scan - Kasugai, Aichi | 4.41°C | Out for Delivery"
PKG003,KZJP2026000003,6,Delivered,Delivered,2026-05-08 18:35:56,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,4.60,Cool,99.28,0.72,YES,"Takamatsu, Kagawa",Takamatsu,Kagawa,34.4003,134.1519,"Mishima, Shizuoka",Mishima,Shizuoka,34.8931,138.2954,Delivered,YES,4.60,Cool,RFID-KZ-0003,YES,0.72,Low Risk,99.28,Excellent,None,2026-05-07 13:00:56,2026-05-08 18:35:56,2026-05-08 18:35:56,"May 3-9, 2026",382.95,29.58,0,1,1,0,0,0,1,PKG003,6,"PKG003 | Delivered | Mishima, Shizuoka | 4.60°C | Delivered"
PKG004,KZJP2026000004,1,Order Placed,Order Placed,2026-05-19 16:11:02,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,20.60,Ambient,99.81,0.19,YES,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,Delivered,NO,22.60,Ambient,RFID-KZ-0004,YES,0.17,Low Risk,99.83,Excellent,None,2026-05-19 16:11:02,2026-05-23 06:15:02,2026-05-23 06:15:02,Other,239.52,86.07,1,0,0,0,0,0,1,PKG004,1,"PKG004 | Order Placed | Itoigawa, Niigata | 20.60°C | Order Placed"
PKG004,KZJP2026000004,2,Picked Up,Picked Up,2026-05-19 23:04:09,"Origin Pickup Scan - Shibata, Niigata",Shibata,Niigata,37.698113,139.022049,21.15,Ambient,99.97,0.03,YES,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,Delivered,NO,22.60,Ambient,RFID-KZ-0004,YES,0.17,Low Risk,99.83,Excellent,None,2026-05-19 16:11:02,2026-05-23 06:15:02,2026-05-23 06:15:02,Other,239.52,86.07,0,0,0,0,0,0,1,PKG004,2,"PKG004 | Picked Up | Origin Pickup Scan - Shibata, Niigata | 21.15°C | Picked Up"
PKG004,KZJP2026000004,3,Departed Origin Hub,In Transit,2026-05-20 13:42:02,"Regional Sorting Hub - Shibata, Niigata",Shibata,Niigata,37.455381,139.067521,18.30,Ambient,99.39,0.61,YES,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,Delivered,NO,22.60,Ambient,RFID-KZ-0004,YES,0.17,Low Risk,99.83,Excellent,None,2026-05-19 16:11:02,2026-05-23 06:15:02,2026-05-23 06:15:02,Other,239.52,86.07,0,0,0,0,0,0,1,PKG004,3,"PKG004 | Departed Origin Hub | Regional Sorting Hub - Shibata, Niigata | 18.30°C | In Transit"
PKG004,KZJP2026000004,4,In Transit Hub Scan,In Transit,2026-05-21 11:13:02,"Transit Hub Scan - Fujioka, Gunma",Fujioka,Gunma,36.657011,139.210735,20.75,Ambient,99.82,0.18,YES,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,Delivered,NO,22.60,Ambient,RFID-KZ-0004,YES,0.17,Low Risk,99.83,Excellent,None,2026-05-19 16:11:02,2026-05-23 06:15:02,2026-05-23 06:15:02,Other,239.52,86.07,0,0,0,0,0,0,1,PKG004,4,"PKG004 | In Transit Hub Scan | Transit Hub Scan - Fujioka, Gunma | 20.75°C | In Transit"
PKG004,KZJP2026000004,5,Out for Delivery,Out for Delivery,2026-05-22 11:18:57,"Destination Area Scan - Kumagaya, Saitama",Kumagaya,Saitama,36.10994,139.478901,20.11,Ambient,99.90,0.10,YES,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,Delivered,NO,22.60,Ambient,RFID-KZ-0004,YES,0.17,Low Risk,99.83,Excellent,None,2026-05-19 16:11:02,2026-05-23 06:15:02,2026-05-23 06:15:02,Other,239.52,86.07,0,0,0,0,0,0,1,PKG004,5,"PKG004 | Out for Delivery | Destination Area Scan - Kumagaya, Saitama | 20.11°C | Out for Delivery"
PKG004,KZJP2026000004,6,Delivered,Delivered,2026-05-23 06:15:02,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,22.60,Ambient,99.83,0.17,YES,"Itoigawa, Niigata",Itoigawa,Niigata,37.8014,139.0014,"Higashiyamato, Tokyo",Higashiyamato,Tokyo,35.6964,139.5719,Delivered,NO,22.60,Ambient,RFID-KZ-0004,YES,0.17,Low Risk,99.83,Excellent,None,2026-05-19 16:11:02,2026-05-23 06:15:02,2026-05-23 06:15:02,Other,239.52,86.07,0,1,1,0,0,0,1,PKG004,6,"PKG004 | Delivered | Higashiyamato, Tokyo | 22.60°C | Delivered"
PKG005,KZJP2026000005,1,Order Placed,Order Placed,2026-05-11 19:14:02,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,13.46,Ambient,98.73,1.27,YES,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,Delivered,NO,17.60,Ambient,RFID-KZ-0005,YES,1.52,Low Risk,98.48,Excellent,None,2026-05-11 19:14:02,2026-05-15 16:10:02,2026-05-15 16:10:02,"May 10-16, 2026",1111.36,92.93,1,0,0,0,0,0,1,PKG005,1,"PKG005 | Order Placed | Fujiidera, Osaka | 13.46°C | Order Placed"
PKG005,KZJP2026000005,2,Picked Up,Picked Up,2026-05-12 02:40:07,"Origin Pickup Scan - Hikone, Shiga",Hikone,Shiga,35.248522,135.917475,14.74,Ambient,99.02,0.98,YES,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,Delivered,NO,17.60,Ambient,RFID-KZ-0005,YES,1.52,Low Risk,98.48,Excellent,None,2026-05-11 19:14:02,2026-05-15 16:10:02,2026-05-15 16:10:02,"May 10-16, 2026",1111.36,92.93,0,0,0,0,0,0,1,PKG005,2,"PKG005 | Picked Up | Origin Pickup Scan - Hikone, Shiga | 14.74°C | Picked Up"
PKG005,KZJP2026000005,3,Departed Origin Hub,In Transit,2026-05-12 18:28:02,"Regional Sorting Hub - Uozu, Toyama",Uozu,Toyama,36.858313,137.038215,18.18,Ambient,99.38,0.62,YES,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,Delivered,NO,17.60,Ambient,RFID-KZ-0005,YES,1.52,Low Risk,98.48,Excellent,None,2026-05-11 19:14:02,2026-05-15 16:10:02,2026-05-15 16:10:02,"May 10-16, 2026",1111.36,92.93,0,0,0,0,0,0,1,PKG005,3,"PKG005 | Departed Origin Hub | Regional Sorting Hub - Uozu, Toyama | 18.18°C | In Transit"
PKG005,KZJP2026000005,4,In Transit Hub Scan,In Transit,2026-05-13 17:42:02,"Transit Hub Scan - Joetsu, Niigata",Joetsu,Niigata,38.663031,138.606066,18.59,Ambient,98.88,1.12,YES,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,Delivered,NO,17.60,Ambient,RFID-KZ-0005,YES,1.52,Low Risk,98.48,Excellent,None,2026-05-11 19:14:02,2026-05-15 16:10:02,2026-05-15 16:10:02,"May 10-16, 2026",1111.36,92.93,0,0,0,0,0,0,1,PKG005,4,"PKG005 | In Transit Hub Scan | Transit Hub Scan - Joetsu, Niigata | 18.59°C | In Transit"
PKG005,KZJP2026000005,5,Out for Delivery,Out for Delivery,2026-05-14 19:43:19,"Destination Area Scan - Hachinohe, Aomori",Hachinohe,Aomori,41.298629,140.29691,16.39,Ambient,98.58,1.42,YES,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,Delivered,NO,17.60,Ambient,RFID-KZ-0005,YES,1.52,Low Risk,98.48,Excellent,None,2026-05-11 19:14:02,2026-05-15 16:10:02,2026-05-15 16:10:02,"May 10-16, 2026",1111.36,92.93,0,0,0,0,0,0,1,PKG005,5,"PKG005 | Out for Delivery | Destination Area Scan - Hachinohe, Aomori | 16.39°C | Out for Delivery"
PKG005,KZJP2026000005,6,Delivered,Delivered,2026-05-15 16:10:02,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,17.60,Ambient,98.48,1.52,YES,"Fujiidera, Osaka",Fujiidera,Osaka,34.6251,135.4039,"Monbetsu, Hokkaido",Monbetsu,Hokkaido,43.435,141.4992,Delivered,NO,17.60,Ambient,RFID-KZ-0005,YES,1.52,Low Risk,98.48,Excellent,None,2026-05-11 19:14:02,2026-05-15 16:10:02,2026-05-15 16:10:02,"May 10-16, 2026",1111.36,92.93,0,1,1,0,0,0,1,PKG005,6,"PKG005 | Delivered | Monbetsu, Hokkaido | 17.60°C | Delivered"
PKG006,KZJP2026000006,1,Order Placed,Order Placed,2026-05-21 08:15:29,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,23.04,Ambient,99.25,0.75,YES,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,Delivered,NO,24.10,Ambient,RFID-KZ-0006,YES,1.18,Low Risk,98.82,Excellent,None,2026-05-21 08:15:29,2026-05-24 10:02:29,2026-05-24 10:02:29,Other,1218.09,73.78,1,0,0,0,0,0,1,PKG006,1,"PKG006 | Order Placed | Rumoi, Hokkaido | 23.04°C | Order Placed"
PKG006,KZJP2026000006,2,Picked Up,Picked Up,2026-05-21 14:09:39,"Origin Pickup Scan - Eniwa, Hokkaido",Eniwa,Hokkaido,42.182587,140.945297,21.02,Ambient,99.22,0.78,YES,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,Delivered,NO,24.10,Ambient,RFID-KZ-0006,YES,1.18,Low Risk,98.82,Excellent,None,2026-05-21 08:15:29,2026-05-24 10:02:29,2026-05-24 10:02:29,Other,1218.09,73.78,0,0,0,0,0,0,1,PKG006,2,"PKG006 | Picked Up | Origin Pickup Scan - Eniwa, Hokkaido | 21.02°C | Picked Up"
PKG006,KZJP2026000006,3,Departed Origin Hub,In Transit,2026-05-22 02:42:14,"Regional Sorting Hub - Yokote, Akita",Yokote,Akita,40.206815,139.710224,20.80,Ambient,99.42,0.58,YES,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,Delivered,NO,24.10,Ambient,RFID-KZ-0006,YES,1.18,Low Risk,98.82,Excellent,None,2026-05-21 08:15:29,2026-05-24 10:02:29,2026-05-24 10:02:29,Other,1218.09,73.78,0,0,0,0,0,0,1,PKG006,3,"PKG006 | Departed Origin Hub | Regional Sorting Hub - Yokote, Akita | 20.80°C | In Transit"
PKG006,KZJP2026000006,4,In Transit Hub Scan,In Transit,2026-05-22 21:08:59,"Transit Hub Scan - Takaoka, Toyama",Takaoka,Toyama,37.651756,137.449199,21.91,Ambient,99.04,0.96,YES,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,Delivered,NO,24.10,Ambient,RFID-KZ-0006,YES,1.18,Low Risk,98.82,Excellent,None,2026-05-21 08:15:29,2026-05-24 10:02:29,2026-05-24 10:02:29,Other,1218.09,73.78,0,0,0,0,0,0,1,PKG006,4,"PKG006 | In Transit Hub Scan | Transit Hub Scan - Takaoka, Toyama | 21.91°C | In Transit"
PKG006,KZJP2026000006,5,Out for Delivery,Out for Delivery,2026-05-23 17:48:33,"Destination Area Scan - Maizuru, Kyoto",Maizuru,Kyoto,35.367455,135.467305,24.46,Ambient,98.85,1.15,YES,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,Delivered,NO,24.10,Ambient,RFID-KZ-0006,YES,1.18,Low Risk,98.82,Excellent,None,2026-05-21 08:15:29,2026-05-24 10:02:29,2026-05-24 10:02:29,Other,1218.09,73.78,0,0,0,0,0,0,1,PKG006,5,"PKG006 | Out for Delivery | Destination Area Scan - Maizuru, Kyoto | 24.46°C | Out for Delivery"
PKG006,KZJP2026000006,6,Delivered,Delivered,2026-05-24 10:02:29,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,24.10,Ambient,98.82,1.18,YES,"Rumoi, Hokkaido",Rumoi,Hokkaido,42.6718,141.4422,"Tosashimizu, Kochi",Tosashimizu,Kochi,33.5796,133.6494,Delivered,NO,24.10,Ambient,RFID-KZ-0006,YES,1.18,Low Risk,98.82,Excellent,None,2026-05-21 08:15:29,2026-05-24 10:02:29,2026-05-24 10:02:29,Other,1218.09,73.78,0,1,1,0,0,0,1,PKG006,6,"PKG006 | Delivered | Tosashimizu, Kochi | 24.10°C | Delivered"
PKG007,KZJP2026000007,1,Order Placed,Order Placed,2026-05-04 17:48:48,"Bunkyo, Tokyo",Bunkyo,Tokyo,35.607,139.6046,21.31,Ambient,99.48,0.52,YES,"Bunkyo, Tokyo",Bunkyo,Tokyo,35.607,139.6046,"Fukuroi, Shizuoka",Fukuroi,Shizuoka,34.9557,138.5008,Delivered,NO,23.90,Ambient,RFID-KZ-0007,YES,1.33,Low Risk,98.67,Excellent,None,2026-05-04 17:48:48,2026-05-07 19:46:48,2026-05-07 19:46:48,"May 3-9, 2026",123.63,73.97,1,0,0,0,0,0,1,PKG007,1,"PKG007 | Order Placed | Bunkyo, Tokyo | 21.31°C | Order Placed"
