timestamp,asset_id,shipment_id,latitude,longitude,shipment_status,inventory_level,waiting_time,temperature,humidity,traffic_status,demand_forecast,asset_utilization,logistics_delay_reason,logistics_delay,rfid_tag,rfid_verified,tamper_alert
2026-05-04 20:40:12.737800,TRUCK394,SHP6898,35.321735,139.273468,In Transit,230,50,19.4,45,Moderate,191,75.68,Weather,0,RFID458396,True,Yes
2026-05-04 03:29:12.737881,TRUCK921,SHP9119,35.829267,139.482658,Out for Delivery,390,10,0.2,73,Heavy,114,80.6,Mechanical Failure,0,RFID940090,True,No
2026-05-04 08:46:12.737957,TRUCK454,SHP6627,35.41381,139.592437,Delivered,57,87,19.4,76,Clear,288,77.0,Mechanical Failure,0,RFID437725,True,No
2026-05-04 13:59:12.738083,TRUCK214,SHP4572,35.262419,139.230532,In Transit,121,114,1.8,70,Heavy,220,90.02,Traffic,1,RFID821312,True,No
2026-05-04 05:07:12.738190,TRUCK277,SHP3453,35.128956,139.98916,In Transit,387,45,14.0,77,Clear,293,97.22,Mechanical Failure,1,RFID830970,True,Yes
2026-05-04 07:35:12.738303,TRUCK244,SHP4247,35.246862,139.56358,In Transit,219,81,19.3,54,Heavy,167,65.98,None,1,RFID621974,True,No
2026-05-04 12:05:12.738396,TRUCK128,SHP3369,35.016568,139.291428,In Transit,424,29,23.4,61,Heavy,125,90.24,Mechanical Failure,1,RFID202951,False,No
2026-05-04 18:12:12.738566,TRUCK634,SHP2982,35.293262,139.681021,In Transit,181,114,14.7,57,Heavy,209,77.47,Weather,0,RFID873212,True,No
2026-05-04 22:16:12.738655,TRUCK301,SHP3597,35.838115,139.209862,In Transit,464,6,24.5,31,Detour,259,98.02,Weather,1,RFID692869,True,No
2026-05-03 23:50:12.738722,TRUCK220,SHP5464,35.010123,139.606179,Out for Delivery,201,28,10.3,49,Detour,138,59.22,Weather,0,RFID270082,False,No
2026-05-04 07:00:12.738800,TRUCK228,SHP2992,35.148543,139.3978,In Transit,486,89,-2.4,58,Clear,156,90.82,Mechanical Failure,0,RFID907402,True,No
2026-05-04 17:17:12.738870,TRUCK250,SHP4298,35.348686,139.211085,Delayed,443,55,9.1,32,Clear,234,65.53,Mechanical Failure,1,RFID762684,False,Yes
2026-05-04 08:03:12.738943,TRUCK248,SHP5195,35.624296,139.66528,Delivered,402,27,8.5,83,Heavy,132,75.79,Traffic,1,RFID529493,True,Yes
2026-05-04 11:08:12.739016,TRUCK931,SHP3765,35.760141,139.941057,Out for Delivery,129,45,6.2,48,Moderate,126,92.1,Mechanical Failure,0,RFID756694,False,Yes
2026-05-04 13:43:12.739132,TRUCK578,SHP4780,35.016792,139.525866,Out for Delivery,360,77,24.1,55,Heavy,74,87.2,None,1,RFID229799,True,Yes
2026-05-04 04:34:12.739207,TRUCK619,SHP6936,35.318605,139.211089,Delayed,212,66,8.0,83,Heavy,284,80.23,Mechanical Failure,1,RFID427666,False,Yes
2026-05-04 16:25:12.739326,TRUCK606,SHP1645,35.920734,139.19537,Delayed,56,27,24.0,80,Heavy,101,77.16,Traffic,1,RFID576058,True,No
2026-05-04 14:10:12.739402,TRUCK246,SHP9747,35.425751,139.93391,Out for Delivery,145,32,5.3,48,Detour,270,69.5,Weather,0,RFID686120,False,No
2026-05-04 17:16:12.739603,TRUCK300,SHP8093,35.393307,139.727755,Delivered,489,81,18.5,81,Detour,149,84.94,Traffic,0,RFID948748,False,No
2026-05-04 14:41:12.739684,TRUCK990,SHP3006,35.895236,139.008278,Delayed,261,70,5.7,58,Clear,228,84.1,Traffic,0,RFID492437,False,No
2026-05-04 15:13:12.739789,TRUCK652,SHP9997,35.981962,139.78563,Delayed,203,53,8.6,52,Clear,76,77.18,Traffic,1,RFID309153,False,Yes
2026-05-04 19:53:12.739864,TRUCK366,SHP8008,35.330399,139.486744,Delivered,343,114,9.9,43,Moderate,126,55.26,Traffic,0,RFID478246,False,Yes
2026-05-04 13:24:12.739979,TRUCK425,SHP5564,35.401218,139.083749,Out for Delivery,207,23,10.9,69,Clear,163,78.35,None,1,RFID243124,True,Yes
2026-05-04 18:41:12.740081,TRUCK899,SHP6343,35.508349,139.174871,Delivered,230,71,0.4,47,Heavy,187,99.59,Weather,0,RFID737634,False,No
2026-05-03 23:19:12.740163,TRUCK376,SHP6085,35.434921,139.592074,Delivered,289,76,10.3,34,Heavy,270,96.37,Traffic,0,RFID932470,False,No
2026-05-04 21:31:12.740237,TRUCK654,SHP8646,35.789329,139.628944,Delayed,321,110,19.1,66,Heavy,112,93.16,Weather,1,RFID814562,False,No
2026-05-04 16:08:12.740311,TRUCK229,SHP5748,35.108294,139.985148,Out for Delivery,464,73,4.1,51,Detour,95,90.56,Mechanical Failure,0,RFID218894,True,No
2026-05-04 10:26:12.740399,TRUCK514,SHP8229,35.455823,139.465136,Delivered,201,29,0.2,67,Moderate,295,58.81,None,0,RFID567336,False,No
2026-05-04 16:52:12.740499,TRUCK629,SHP6472,35.003476,139.057931,Delayed,37,23,16.8,36,Clear,197,74.87,Traffic,0,RFID467296,True,Yes
2026-05-04 01:58:12.740577,TRUCK395,SHP1868,35.025554,139.538821,In Transit,152,10,22.3,70,Moderate,162,60.83,Mechanical Failure,1,RFID510877,False,Yes
2026-05-04 09:02:12.740652,TRUCK280,SHP2925,35.704676,139.707765,Out for Delivery,205,61,19.9,50,Clear,245,70.79,None,0,RFID587695,True,No
2026-05-04 20:35:12.740732,TRUCK712,SHP2233,35.435113,139.28939,In Transit,456,15,24.8,78,Heavy,141,77.55,Mechanical Failure,0,RFID740136,True,No
2026-05-03 23:46:12.740809,TRUCK753,SHP8029,35.499769,139.616879,In Transit,278,1,14.5,44,Heavy,237,97.99,Mechanical Failure,0,RFID727857,False,Yes
2026-05-04 19:04:12.740892,TRUCK714,SHP9963,35.298105,139.695594,Delivered,449,107,3.7,55,Moderate,188,93.53,None,0,RFID652003,True,No
2026-05-04 03:10:12.740962,TRUCK860,SHP3142,35.905801,139.053993,Delayed,55,108,24.9,77,Heavy,129,57.95,None,0,RFID541499,False,No
2026-05-04 02:26:12.741036,TRUCK881,SHP3809,35.568755,139.111573,Out for Delivery,267,110,11.7,78,Detour,118,73.34,None,1,RFID529909,False,No
2026-05-04 03:38:12.741108,TRUCK651,SHP2903,35.590248,139.045823,Delivered,374,93,5.7,80,Detour,246,66.43,Mechanical Failure,0,RFID930386,True,Yes
2026-05-04 07:29:12.741176,TRUCK220,SHP7897,35.324988,139.935741,Out for Delivery,216,13,6.0,54,Detour,210,73.75,Traffic,1,RFID319672,True,Yes
